Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
U30.1 Tilt table testing,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,206,394635,0.983598153232968,-1.00029035426925,,,categorical-41200-both_sexes-U301-
C90.8 Other specified local anaesthetics for ophthalmology procedures,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,290,394551,0.983602206120585,-1.00028989317218,,,categorical-41210-both_sexes-C908-
Atrovent 20micrograms inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,411,394372,0.983613896012582,-1.00038858089089,,,categorical-20003-both_sexes-1140862236-
Parotid surgery / parotidectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,170,394613,0.983622770815377,-1.00030246056007,,,categorical-20004-both_sexes-1560-
Z83.3 Interphalangeal joint of thumb,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,241,394600,0.983639840636252,-1.00027498182555,,,categorical-41210-both_sexes-Z833-
M14 Arthropathies in other diseases classified elsewhere,131866,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,165,394676,0.983655222332698,-1.00027414925934,,,icd_first_occurrence-131866-both_sexes--
I81 Portal vein thrombosis,131398,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,209,394632,0.983673254651659,-1.00027067763767,,,icd_first_occurrence-131398-both_sexes--
X70.8 Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,171,394670,0.983693272902811,-1.00027735305213,,,categorical-41210-both_sexes-X708-
Y40.3 Balloon dilation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,257,394584,0.983724678734577,-1.00027019568551,,,categorical-41210-both_sexes-Y403-
Y15.7 Removal of stent from organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,223,394618,0.983730949948287,-1.00046601452934,,,categorical-41210-both_sexes-Y157-
C91 Lymphoid leukaemia,C91,icd10,,"Chapter II Neoplasms | C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue | C91 Lymphoid leukaemia",,607,394234,0.983744244186783,-1.0003916443357,,,icd10-C91-both_sexes--
Calcium carbonate+cholecalciferol 1.25g/5micrograms tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,162,394621,0.983745140273806,-1.00034648121192,,,categorical-20003-both_sexes-1140871052-
Anal fissure,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,193,394590,0.983765447831772,-1.00029479575968,,,categorical-20002-both_sexes-1504-
Renal/kidney failure,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,174,394609,0.983783719528753,-1.00043347039746,,,categorical-20002-both_sexes-1192-
S06.6 Re-excision of skin margins of head or neck,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,205,394636,0.983819853827023,-1.00042636241046,,,categorical-41200-both_sexes-S066-
E25.3 Diagnostic endoscopic examination of nasopharynx NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,314,394527,0.983826855893502,-1.00025003297311,,,categorical-41210-both_sexes-E253-
E49.9 Unspecified diagnostic fibreoptic endoscopic examination of lower respiratory tract,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,347,394494,0.983841023027108,-1.00024848386012,,,categorical-41210-both_sexes-E499-
L71.4 Percutaneous transluminal cannulation of artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,344,394497,0.983866990728434,-1.00040477173274,,,categorical-41210-both_sexes-L714-
T70.2 Tenotomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,175,394666,0.983899120241219,-1.00027627595301,,,categorical-41200-both_sexes-T702-
A55.2 Spinal myelography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,163,394678,0.983926296808857,-1.00035295570889,,,categorical-41200-both_sexes-A552-
Lercanidipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,952,393831,0.983927759986106,-1.00032399410404,,,categorical-20003-both_sexes-1141153026-
G45.2 Fibreoptic endoscopic ultrasound examination of upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,461,394380,0.983938182584454,-1.00026175945962,,,categorical-41200-both_sexes-G452-
T46.1 Paracentesis abdominis for ascites,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,260,394581,0.983961645572772,-1.00026919420237,,,categorical-41200-both_sexes-T461-
M09.3 Endoscopic laser fragmentation of calculus of kidney,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,210,394631,0.983972809969099,-1.00026590518419,,,categorical-41200-both_sexes-M093-
N25 Disorders resulting from impaired renal tubular function,132044,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,160,394681,0.983976480513999,-1.00029365229806,,,icd_first_occurrence-132044-both_sexes--
N26 Unspecified contracted kidney,132046,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,176,394665,0.983978522866952,-1.00028609920264,,,icd_first_occurrence-132046-both_sexes--
"H59 Postprocedural disorders of eye and adnexa, not elsewhere classified",131220,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,235,394606,0.98397869857299,-1.00042803929473,,,icd_first_occurrence-131220-both_sexes--
Y15.2 Renewal of stent in organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,194,394647,0.98399771693747,-1.00026851927713,,,categorical-41210-both_sexes-Y152-
C82.2 Cryotherapy to lesion of retina,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,301,394540,0.984008532097294,-1.00042159741076,,,categorical-41200-both_sexes-C822-
Metoprolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,743,394040,0.984017578994037,-1.00040310419457,,,categorical-20003-both_sexes-1140879818-
C81.2 Laser photocoagulation of retina for detachment,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,232,394609,0.984023235528735,-1.00027405344542,,,categorical-41200-both_sexes-C812-
C85.5 Retinopexy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,187,394654,0.984032897334296,-1.00036070269836,,,categorical-41200-both_sexes-C855-
E59.1 Needle biopsy of lesion of lung,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,325,394516,0.984053467046948,-1.00049198480349,,,categorical-41200-both_sexes-E591-
I05 Rheumatic mitral valve diseases,131276,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,474,394367,0.984087180723986,-1.00025773945886,,,icd_first_occurrence-131276-both_sexes--
Glimepiride,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,330,394453,0.984100364513984,-1.00028328353075,,,categorical-20003-both_sexes-1141152590-
M47.2 Change of urethral catheter into bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,281,394560,0.984109893925872,-1.00040124232269,,,categorical-41200-both_sexes-M472-
Dipyridamole,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,738,394045,0.984114508980574,-1.00030149168779,,,categorical-20003-both_sexes-1140861778-
"Q44 Congenital malformations of gallbladder, bile ducts and liver",132512,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,189,394652,0.9841183812039,-0.998219873264436,,,icd_first_occurrence-132512-both_sexes--
H33.6 Anterior resection of rectum and exteriorisation of bowel,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,367,394474,0.984144582696099,-1.00029496505799,,,categorical-41200-both_sexes-H336-
E13 Other specified diabetes mellitus,130712,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,245,394596,0.984144929349351,-1.00025522341394,,,icd_first_occurrence-130712-both_sexes--
E59.3 Biopsy of lesion of lung NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,431,394410,0.98414945480126,-1.00040974477654,,,categorical-41200-both_sexes-E593-
G64 Other disorders of peripheral nervous system,131090,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,220,394621,0.984150953724432,-1.00043661323049,,,icd_first_occurrence-131090-both_sexes--
Y91.9 Unspecified external beam radiotherapy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,236,394605,0.984189390248549,-1.00029048342836,,,categorical-41210-both_sexes-Y919-
K61.1 Implantation of cardiac pacemaker system NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,670,394171,0.984223011514951,-1.00027009357803,,,categorical-41210-both_sexes-K611-
E49.8 Other specified diagnostic fibreoptic endoscopic examination of lower respiratory tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,382,394459,0.984241355911977,-1.00023858971596,,,categorical-41200-both_sexes-E498-
Bladder cancer,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,938,393845,0.984242997440164,-1.00025144098577,,,categorical-20001-both_sexes-1035-
Calcipotriol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,243,394540,0.984247786970005,-1.00024948507535,,,categorical-20003-both_sexes-1140880086-
G16.1 Diagnostic fibreoptic endoscopic examination of oesophagus and biopsy of lesion of oesophagus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,230,394611,0.984267846749125,-1.00050771621871,,,categorical-41200-both_sexes-G161-
C79.3 Injection of vitreous substitute into vitreous body NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,515,394326,0.984269048535713,-1.00035620827392,,,categorical-41210-both_sexes-C793-
W58.0 Conversion from previous resurfacing arthroplasty of joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,194,394647,0.984296310418632,-0.997238746119332,,,categorical-41210-both_sexes-W580-
Fracture shoulder / scapula,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,217,394566,0.984336747561536,-1.00025430368034,,,categorical-20002-both_sexes-1632-
Z86.9 Joint of foot NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,192,394649,0.984348593739952,-1.00024173520488,,,categorical-41210-both_sexes-Z869-
Z73.3 Phalanx of thumb,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,182,394659,0.984355751707994,-0.99914933971828,,,categorical-41210-both_sexes-Z733-
Z98.9 Vein of lower limb NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,169,394672,0.984357453291956,-1.00034221505631,,,categorical-41210-both_sexes-Z989-
Y14.4 Insertion of plastic stent into organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,336,394505,0.984368404249331,-1.00024427213376,,,categorical-41210-both_sexes-Y144-
K45.3 Anastomosis of mammary artery to left anterior descending coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2823,392018,0.984376905890276,-0.994780030300642,,,categorical-41200-both_sexes-K453-
Cozaar 25mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,436,394347,0.984406587167395,-1.00024516655058,,,categorical-20003-both_sexes-1141179974-
Fracture foot,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,243,394540,0.984409932714005,-1.00023973219409,,,categorical-20002-both_sexes-1654-
C55.3 Drainage of subretinal fluid through sclera,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,183,394658,0.984416523721901,-1.00026235919697,,,categorical-41210-both_sexes-C553-
Sotalol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,608,394175,0.984423361225933,-1.00024376663567,,,categorical-20003-both_sexes-1140879854-
C90.4 Peribulbar anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,603,394238,0.984468253946502,-1.00032078011622,,,categorical-41210-both_sexes-C904-
Y36.2 Introduction of therapeutic implant into organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,262,394579,0.984482970089619,-1.00033174050363,,,categorical-41210-both_sexes-Y362-
ALS custom,ALS_custom,categorical,,,,357,394484,0.984487750793821,-0.997638839002913,,,categorical-ALS_custom-both_sexes--custom
