Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
L91.1 Open insertion of central venous catheter,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,249,394592,0.761250147186639,-0.0926897715108252,,,categorical-41200-both_sexes-L911-
M13.1 Percutaneous needle biopsy of lesion of kidney,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,897,393944,0.761934791395583,0.0485453184127606,,,categorical-41200-both_sexes-M131-
F20.3 Biopsy of lesion of gingiva,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,178,394663,0.762361435840226,-0.0994016679049302,,,categorical-41200-both_sexes-F203-
Mean FA in uncinate fasciculus on FA skeleton (left),25101,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.762523750255512,0.0109796049565965,,,continuous-25101-both_sexes--irnt
E25.3 Diagnostic endoscopic examination of nasopharynx NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,314,394527,0.762555993468644,0.0848862805799249,,,categorical-41210-both_sexes-E253-
Aspirin 75mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2300,392483,0.762575554297413,0.0292875026592787,,,categorical-20003-both_sexes-1140861806-
Volume of grey matter in Amygdala (left),25888,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.762731939328966,-0.00931753156209507,,,continuous-25888-both_sexes--irnt
Z84.1 Sacroiliac joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1381,393460,0.762835241900503,0.0394622392527956,,,categorical-41210-both_sexes-Z841-
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,30884,97092,0.762884655171543,-0.00909555122358674,,,categorical-20546-both_sexes-3-
O60 Preterm delivery,132244,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,696,212917,0.762896417473996,-0.0543496027402286,,,icd_first_occurrence-132244-both_sexes--
Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left),25243,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.762930167686298,0.0100143802897171,,,continuous-25243-both_sexes--irnt
M75 Shoulder lesions,131954,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,25617,369224,0.763012214600806,-0.0091201541271675,,,icd_first_occurrence-131954-both_sexes--
U21.2 Computed tomography NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6255,388586,0.763196288875115,-0.0154361989965185,,,categorical-41210-both_sexes-U212-
Mean ICVF in medial lemniscus on FA skeleton (left),25353,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.76326043376153,0.0105036519030538,,,continuous-25353-both_sexes--irnt
Anxiety/panic attacks,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,5473,389310,0.763483005007858,-0.0195026988575188,,,categorical-20002-both_sexes-1287-
Volume of grey matter in Pallidum (right),25885,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.763844608897233,0.0100567645566375,,,continuous-25885-both_sexes--irnt
T85.6 Block dissection of pelvic lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,460,394381,0.764117735264918,-0.0654595035796038,,,categorical-41210-both_sexes-T856-
E25.9 Unspecified diagnostic endoscopic examination of pharynx,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,725,394116,0.764444158429172,-0.0532298740279335,,,categorical-41200-both_sexes-E259-
Weighted-mean MD in tract forceps major,25525,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.765027028083688,-0.0105818302655531,,,continuous-25525-both_sexes--irnt
S57.7 Dressing of skin using vacuum assisted closure device NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,320,394521,0.765159557457879,0.0780513452451775,,,categorical-41210-both_sexes-S577-
N87 Dysplasia of cervix uteri,132136,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5912,207701,0.765334874213865,-0.0185563840516617,,,icd_first_occurrence-132136-both_sexes--
Z77.9 Tibia NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,572,394269,0.765833641129408,0.0601570771714593,,,categorical-41210-both_sexes-Z779-
W82.1 Endoscopic total excision of semilunar cartilage,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,308,394533,0.766161334349188,0.0802331964267945,,,categorical-41200-both_sexes-W821-
O26 Maternal care for other conditions predominantly related to pregnancy,132206,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1797,211816,0.766262090747457,-0.0337905551745796,,,icd_first_occurrence-132206-both_sexes--
Y26.3 Stapling of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,282,394559,0.76655572300051,-0.0834175541485359,,,categorical-41210-both_sexes-Y263-
M18 Arthrosis of first carpometacarpal joint,131874,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1696,393145,0.766867022127281,0.0339280365659716,,,icd_first_occurrence-131874-both_sexes--
O42 Premature rupture of membranes,132230,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1009,212604,0.766976869427266,-0.0449234472935761,,,icd_first_occurrence-132230-both_sexes--
M47.2 Change of urethral catheter into bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,281,394560,0.767584228620768,0.0829640539669263,,,categorical-41200-both_sexes-M472-
F18.1 Enucleation of dental cyst of jaw,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,201,394640,0.767638014396158,0.100367368698463,,,categorical-41210-both_sexes-F181-
T59.4 Excision of ganglion of foot,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,505,394336,0.76801943493889,0.0628877492159528,,,categorical-41200-both_sexes-T594-
Volume of grey matter in Middle Frontal Gyrus (left),25788,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.768045933174789,0.00970303216459727,,,continuous-25788-both_sexes--irnt
Z25.1 Lip,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,191,394650,0.768260435457272,-0.104220695553048,,,categorical-41210-both_sexes-Z251-
G03 Meningitis due to other and unspecified causes,130998,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1945,392896,0.768518432123714,0.0328480713684616,,,icd_first_occurrence-130998-both_sexes--
Mean MD in cerebral peduncle on FA skeleton (right),25118,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.769245094832531,0.0100620600394092,,,continuous-25118-both_sexes--irnt
G95 Other diseases of spinal cord,131118,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1205,393636,0.769538738794232,0.040092303017053,,,icd_first_occurrence-131118-both_sexes--
H00 Hordeolum and chalazion,131128,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,9875,384966,0.770206184131469,0.0138941146591855,,,icd_first_occurrence-131128-both_sexes--
height custom,height_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,393982,,0.770299416483606,-0.001455025719171,,,continuous-height_custom-both_sexes--custom
T85.2 Block dissection of axillary lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3161,210452,0.770440064205717,-0.0253101610509805,,,categorical-41210-both_sexes-T852-
Z38.3 Common femoral artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,661,394180,0.771071047194922,0.0539165868678467,,,categorical-41210-both_sexes-Z383-
W19.6 Primary open reduction of fragment of bone and fixation using wire system,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,256,394585,0.771304908713459,-0.0850230634953901,,,categorical-41200-both_sexes-W196-
Q12.1 Introduction of intrauterine contraceptive device,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1457,212156,0.771364495921108,-0.0369822099103149,,,categorical-41200-both_sexes-Q121-
Retinal problem,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,648,394135,0.7717495453605,0.0531616285520195,,,categorical-20002-both_sexes-1275-
Weighted-mean ICVF in tract corticospinal tract (right),25659,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.771819793879441,0.0106259308398763,,,continuous-25659-both_sexes--irnt
Z86.5 Metatarsophalangeal joint of toe NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1071,393770,0.771976630000194,-0.0427368473633889,,,categorical-41210-both_sexes-Z865-
Y36.3 Radioactive seed implantation NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,190,181038,0.77233303033906,-0.097145607829058,,,categorical-41210-both_sexes-Y363-
M50 Cervical disk disorders,131922,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,3001,391840,0.772378727354541,0.0252136201858521,,,icd_first_occurrence-131922-both_sexes--
N70 Salpingitis and oophoritis,132106,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,784,212829,0.77266448221383,-0.049137480998979,,,icd_first_occurrence-132106-both_sexes--
Intracranial haematoma drainage,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,212,394571,0.772986148718305,0.0984019186900499,,,categorical-20004-both_sexes-1468-
C90.4 Peribulbar anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,603,394238,0.772989552220333,0.0566959092531318,,,categorical-41210-both_sexes-C904-
T74.4 Injection of therapeutic substance into tendon NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,226,394615,0.773602581101506,0.0881972446171446,,,categorical-41200-both_sexes-T744-
Osteopenia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,900,212688,0.773695036601777,-0.0450896229831734,,,categorical-20002-both_sexes-1617-
Encephalitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,246,394537,0.773715403848041,0.0844714644089344,,,categorical-20002-both_sexes-1246-
T70.2 Tenotomy NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1284,393557,0.774122663049965,0.0383677146812492,,,categorical-41210-both_sexes-T702-
Mean FA in retrolenticular part of internal capsule on FA skeleton (right),25076,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.774678776607831,0.0103552264887027,,,continuous-25076-both_sexes--irnt
I84 Haemorrhoids,131404,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,24741,370100,0.774770181315235,0.00879483389579874,,,icd_first_occurrence-131404-both_sexes--
X36.1 Blood donation,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,295,394546,0.77515748222551,0.077216961944413,,,categorical-41200-both_sexes-X361-
V33.1 Primary laminectomy excision of lumbar intervertebral disc,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,248,394593,0.775614402619558,-0.0866898159557899,,,categorical-41200-both_sexes-V331-
T52.2 Revision of palmar fasciectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,173,394668,0.776323009953923,0.103539845529661,,,categorical-41200-both_sexes-T522-
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,604,94533,0.776974373006567,-0.0538681001913914,,,categorical-20126-both_sexes-1-
Mean OD in cingulum hippocampus on FA skeleton (left),25429,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.77698089185598,0.0100405005471506,,,continuous-25429-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,1748,126180,0.777220954774464,-0.0316388690221761,,,categorical-20544-both_sexes-5-
Nephrectomy/kidney removed,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1429,393354,0.777896684767818,-0.0348998299086149,,,categorical-20004-both_sexes-1487-
K57.2 Percutaneous transluminal ablation of conducting system of heart NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,608,394233,0.778829506049612,-0.0540053640052924,,,categorical-41200-both_sexes-K572-
T22.2 Primary repair of femoral hernia using insert of prosthetic material,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,197,394644,0.779138947710732,0.0957871911634713,,,categorical-41200-both_sexes-T222-
