Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
H48.1 Excision of polyp of anus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,624,394217,0.697725811584621,-0.122429676165885,,,categorical-41200-both_sexes-H481-
N00 Acute nephritic syndrome,131998,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,234,394607,0.698009000009453,-0.201140476493681,,,icd_first_occurrence-131998-both_sexes--
Tendonitis / tendinitis / tenosynovitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,221,394562,0.698121048226286,-0.20143422072331,,,categorical-20002-both_sexes-1619-
Y50.2 Laparotomy approach NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,373,394468,0.698407794845914,0.158185197206416,,,categorical-41210-both_sexes-Y502-
Z98.5 Long saphenous vein,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,533,394308,0.700142718353489,0.12959533657554,,,categorical-41210-both_sexes-Z985-
Sarcoidosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,774,394009,0.700185048705536,0.107879172247047,,,categorical-20002-both_sexes-1371-
Intracranial haematoma drainage,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,212,394571,0.700263336103072,0.212679730157386,,,categorical-20004-both_sexes-1468-
G62 Other polyneuropathies,131086,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,2692,392149,0.700473597486357,0.058139778496832,,,icd_first_occurrence-131086-both_sexes--
F34 Persistent mood [affective] disorders,130898,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,723,394118,0.700589635693198,0.112130995597814,,,icd_first_occurrence-130898-both_sexes--
U09.1 Computed tomography of pelvis,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,191,394650,0.700746430367705,0.211505181694172,,,categorical-41200-both_sexes-U091-
Mean ICVF in genu of corpus callosum on FA skeleton,25346,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.701117268157454,0.0227503356968017,,,continuous-25346-both_sexes--irnt
Lacri-lube eye ointment,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,562,394221,0.701156129258666,-0.12782330936255,,,categorical-20003-both_sexes-1140881472-
X33.3 Intravenous blood transfusion of platelets,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,291,394550,0.701750934397995,-0.175431509985632,,,categorical-41210-both_sexes-X333-
"M70 Soft tissue disorders related to use, overuse and pressure",131946,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,13293,381548,0.702693063002662,-0.0261964866250664,,,icd_first_occurrence-131946-both_sexes--
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,3260,390873,0.70295129294035,0.0517055428112297,,,categorical-6152-both_sexes-7-
B30.3 Removal of prosthesis for breast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,158,213455,0.703193706754467,-0.236730340325448,,,categorical-41210-both_sexes-B303-
Pituitary surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,229,394554,0.703194283513545,-0.200656261950789,,,categorical-20004-both_sexes-1472-
Bladder cancer,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,938,393845,0.7032982727109,0.0969793277411584,,,categorical-20001-both_sexes-1035-
Mean ICVF in fornix cres+stria terminalis on FA skeleton (right),25382,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.703722555700882,-0.0227751947843082,,,continuous-25382-both_sexes--irnt
Mean MO in superior corona radiata on FA skeleton (left),25177,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.704038605275051,-0.0218926582710833,,,continuous-25177-both_sexes--irnt
M85 Other disorders of bone density and structure,131972,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9939,384902,0.704446701480617,0.0300024573114268,,,icd_first_occurrence-131972-both_sexes--
Y76.1 Functional endoscopic sinus surgery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1423,393418,0.704964350165085,0.0793603795261357,,,categorical-41210-both_sexes-Y761-
K63.3 Angiocardiography of left side of heart NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1316,393525,0.705677917647834,0.0819609430334609,,,categorical-41210-both_sexes-K633-
"F05 Delirium, not induced by alcohol and other psychoactive substances",130846,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1252,393589,0.705691341013845,0.0838888220618732,,,icd_first_occurrence-130846-both_sexes--
W28.1 Application of internal fixation to bone NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1637,393204,0.705940250176257,0.0726687864474252,,,categorical-41210-both_sexes-W281-
J40.2 Endoscopic retrograde insertion of tubal prosthesis into bile duct NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,233,394608,0.706128025245042,-0.196504509223767,,,categorical-41200-both_sexes-J402-
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,3902,57744,0.706427514549606,0.0482650934193323,,,categorical-20536-both_sexes-3-
Weighted-mean L1 in tract anterior thalamic radiation (left),25571,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.706880057160983,-0.0197542623928924,,,continuous-25571-both_sexes--irnt
Pulse wave Arterial Stiffness index,21021,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,129590,,0.706995237219514,-0.00762864894624756,,,continuous-21021-both_sexes--irnt
X37.8 Other specified intramuscular injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,229,394612,0.707382007771271,-0.19647932436836,,,categorical-41200-both_sexes-X378-
G06 Intracranial and intraspinal abscess and granuloma,131004,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,221,394620,0.707447827324885,-0.195841329306799,,,icd_first_occurrence-131004-both_sexes--
Z94.3 Left sided operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,107667,287174,0.70771196858964,-0.0163618013427454,,,categorical-41210-both_sexes-Z943-
W19.9 Unspecified primary open reduction of fracture of bone and intramedullary fixation,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,227,394614,0.707892121574741,-0.19531260008695,,,categorical-41200-both_sexes-W199-
E49.8 Other specified diagnostic fibreoptic endoscopic examination of lower respiratory tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,382,394459,0.708005305129141,0.15252789281745,,,categorical-41200-both_sexes-E498-
L03 Cellulitis,131702,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,22996,371845,0.708056489620602,0.0133216198323617,,,icd_first_occurrence-131702-both_sexes--
Schizophrenia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,424,394359,0.708180201642548,0.140387307922553,,,categorical-20002-both_sexes-1289-
N11.1 Excision of hydrocele sac,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,308,180920,0.708309151520456,-0.171831797731383,,,categorical-41200-both_sexes-N111-
Volume of grey matter in Lingual Gyrus (right),25853,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.708381450433242,0.0183623748599896,,,continuous-25853-both_sexes--irnt
Fluoxetine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4608,390175,0.708402957855,0.043885650127412,,,categorical-20003-both_sexes-1140879540-
Mean L1 in superior longitudinal fasciculus on FA skeleton (right),25240,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.708485107396094,-0.0217215987137903,,,continuous-25240-both_sexes--irnt
Betamethasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,611,394172,0.708714385695077,0.118941414927617,,,categorical-20003-both_sexes-1140874790-
F18.1 Enucleation of dental cyst of jaw,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,359,394482,0.708842114406605,-0.154144094451003,,,categorical-41200-both_sexes-F181-
H91 Other hearing loss,131260,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,10662,384179,0.709377323049508,-0.0286755304894212,,,icd_first_occurrence-131260-both_sexes--
Mean L2 in anterior corona radiata on FA skeleton (left),25271,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.70964922826609,-0.0204018729438524,,,continuous-25271-both_sexes--irnt
I86 Varicose veins of other sites,131408,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1579,393262,0.710486138554808,-0.0743187965094943,,,icd_first_occurrence-131408-both_sexes--
Weighted-mean FA in tract superior thalamic radiation (left),25511,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.710910160537538,0.0222947318548856,,,continuous-25511-both_sexes--irnt
K01 Embedded and impacted teeth,131554,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2004,392837,0.711032276440318,0.0649837659798571,,,icd_first_occurrence-131554-both_sexes--
G70 Myasthenia gravis and other myoneural disorders,131092,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,316,394525,0.711372367859753,0.163482139109827,,,icd_first_occurrence-131092-both_sexes--
N89 Other noninflammatory disorders of vagina,132140,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9874,203739,0.711621741719936,0.0294853178164558,,,icd_first_occurrence-132140-both_sexes--
Angiogram not coronary,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,360,394423,0.711688836147424,-0.153294055863631,,,categorical-20004-both_sexes-1515-
C15.1 Correction of ectropion NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,309,394532,0.711863965915161,0.163377265770495,,,categorical-41200-both_sexes-C151-
Volume of grey matter in VIIIb Cerebellum (right),25914,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.711915163550484,0.0197755530894873,,,continuous-25914-both_sexes--irnt
Non-hodgkins lymphoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,739,394044,0.712614779117918,-0.106073483581894,,,categorical-20001-both_sexes-1053-
Minimum carotid IMT (intima-medial thickness) at 120 degrees ,22670,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,21819,,0.712801769643783,0.0174917898661788,,,continuous-22670-both_sexes--irnt
Voltarol 25mg e/c tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,429,394354,0.712886968898177,-0.14038412208934,,,categorical-20003-both_sexes-1140871168-
Mean OD in external capsule on FA skeleton (left),25425,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.713002298251472,0.0220874479071965,,,continuous-25425-both_sexes--irnt
M49.4 Introduction of therapeutic substance into bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,599,394242,0.713052556809833,0.117502451374423,,,categorical-41200-both_sexes-M494-
Age started smoking in current smokers,3436,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,29642,,0.713084940724028,-0.0168318665608287,,,continuous-3436-both_sexes--irnt
Senokot 7.5mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,163,394620,0.713945270697136,-0.228769331151568,,,categorical-20003-both_sexes-1140851088-
U21.1 Magnetic resonance imaging NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1096,393745,0.714131299992212,-0.0860971359553323,,,categorical-41210-both_sexes-U211-
Pulmonary embolism +/- dvt,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3265,391518,0.714610503651417,0.0497191423588808,,,categorical-20002-both_sexes-1093-
Z90.3 Upper leg NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,483,394358,0.71470876775263,-0.129291235567162,,,categorical-41210-both_sexes-Z903-
L70 Acne,131790,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,4508,390333,0.714919649570617,-0.0431338377734148,,,icd_first_occurrence-131790-both_sexes--
Mean L2 in splenium of corpus callosum on FA skeleton,25252,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.715536571142693,-0.0219479458394186,,,continuous-25252-both_sexes--irnt
